name,description,price,price2,image_url,category
GARRAFA DE JABON PARA MANOS,Descripcion del producto,287.57,0.00,public/images/cleantec-logo.png,Limpieza
GATORADE LIMA LIMON 2.168,Descripcion del producto,465.29,0.00,public/images/cleantec-logo.png,Alimentos
GATORADE SABOR NARANJA 2.38KG,Descripcion del producto,423.52,0.00,public/images/cleantec-logo.png,Alimentos
GRILL & OVEN AWESOME,Descripcion del producto,47.25,0.00,public/images/cleantec-logo.png,Otros
GUANTE DE LATEX 100 PIEZAS,Descripcion del producto,89.94,89.33,public/images/cleantec-logo.png,Equipos de protección
GUANTE DE NITRILE,Descripcion del producto,119.09,117.24,public/images/cleantec-logo.png,Equipos de protección
GUANTE DE NITRILL TALLA L,Descripcion del producto,155.25,0.00,public/images/cleantec-logo.png,Equipos de protección
GUANTE DOMESTICO L,Descripcion del producto,27.08,27.29,public/images/cleantec-logo.png,Equipos de protección
GUANTE DOMESTICO LILA,Descripcion del producto,36.63,0.00,public/images/cleantec-logo.png,Equipos de protección
GUANTE DOMESTICO M,Descripcion del producto,27.70,28.80,public/images/cleantec-logo.png,Equipos de protección
GUANTE DOMESTICO TALLA S,Descripcion del producto,29.39,27.29,public/images/cleantec-logo.png,Equipos de protección
GUANTE DOMESTICO XL,Descripcion del producto,27.08,27.29,public/images/cleantec-logo.png,Equipos de protección
HAND SOAP JABON LIQUIDO PARA MANOS,Descripcion del producto,179.33,172.69,public/images/cleantec-logo.png,Limpieza
HARPIC 750ML,Descripcion del producto,61.51,56.30,public/images/cleantec-logo.png,Limpieza
JABON AXION 1.1L AVENA VITAMINA,Descripcion del producto,66.15,0.00,public/images/cleantec-logo.png,Limpieza
JABON AXION 1.1L SWEET MELON,Descripcion del producto,66.15,0.00,public/images/cleantec-logo.png,Limpieza
JABON DAWN 3.78L,Descripcion del producto,440.72,0.00,public/images/cleantec-logo.png,Limpieza
JABON LIQUIDO AXION 2.8 TRICLORO,Descripcion del producto,168.83,166.23,public/images/cleantec-logo.png,Limpieza
JABON LIQUIDO AXION 400ML,Descripcion del producto,20.93,19.43,public/images/cleantec-logo.png,Limpieza
JABON LIQUIDO AXION LIMON 2.8,Descripcion del producto,169.83,160.96,public/images/cleantec-logo.png,Limpieza
JABON LIQUIDO PARA MANOS BEAUTY SOFT 2L,Descripcion del producto,92.66,0.00,public/images/cleantec-logo.png,Limpieza
JABON LIQUIDO PARA MANOS DIFERENTES AROMAS,Descripcion del producto,69.39,64.42,public/images/cleantec-logo.png,Limpieza
JABON LIQUIDO PARA TRASTES DAWN 2.6,Descripcion del producto,262.42,252.73,public/images/cleantec-logo.png,Limpieza
JABON LIQUIDO PARA TRASTES KIRKLAND 2.66L,Descripcion del producto,263.84,0.00,public/images/cleantec-logo.png,Limpieza
JABON LIQUIDO PARA SALVO 2.6L,Descripcion del producto,184.81,0.00,public/images/cleantec-logo.png,Limpieza
JABON ZOTE 200GRS,Descripcion del producto,15.01,0.00,public/images/cleantec-logo.png,Limpieza
JABON ZOTE 400GRS,Descripcion del producto,29.82,0.00,public/images/cleantec-logo.png,Limpieza
JABONERA,Descripcion del producto,377.14,0.00,public/images/cleantec-logo.png,Limpieza
JABONERA CALI 1L,Descripcion del producto,267.90,0.00,public/images/cleantec-logo.png,Limpieza
LIMPIADOR FLASH BRISA MARINA 1L,Descripcion del producto,22.30,20.41,public/images/cleantec-logo.png,Limpieza
LIMPIA VIDRIOS PARA CARRO,Descripcion del producto,65.32,60.65,public/images/cleantec-logo.png,Limpieza
LIMPIA VIDRIOS POWEROSO 946ML,Descripcion del producto,37.44,35.67,public/images/cleantec-logo.png,Limpieza
LIMPIADOR FABULOSO MAR FRESCO 2L,Descripcion del producto,54.00,0.00,public/images/cleantec-logo.png,Limpieza
LIMPIADOR BRISA MARINA MM 10 LTS,Descripcion del producto,200.15,0.00,public/images/cleantec-logo.png,Limpieza
LIMPIADOR CLEAN TEC 1 LITRO,Descripcion del producto,13.24,0.00,public/images/cleantec-logo.png,Limpieza
LIMPIADOR FABULOSO 2L LAVANDA,Descripcion del producto,54.00,0.00,public/images/cleantec-logo.png,Limpieza
LIMPIADOR FABULOSO DE 10 LTS,Descripcion del producto,279.45,398.12,public/images/cleantec-logo.png,Limpieza
LIMPIADOR FABULOSO JAMAICA MANDARINA,Descripcion del producto,327.40,303.48,public/images/cleantec-logo.png,Limpieza
LIMPIADOR FABULOSO MENTA 10LT,Descripcion del producto,353.75,353.74,public/images/cleantec-logo.png,Limpieza
LIMPIADOR FABULOSO VARIOS AROMAS,Descripcion del producto,30.10,0.00,public/images/cleantec-logo.png,Limpieza
LIMPIADOR FLASH BRISA MARINA,Descripcion del producto,21.98,20.41,public/images/cleantec-logo.png,Limpieza
LIMPIADOR FLASH FLORAL 1L,Descripcion del producto,21.01,19.23,public/images/cleantec-logo.png,Limpieza
LIMPIADOR FLASH LAVANDA 1.25,Descripcion del producto,26.37,26.29,public/images/cleantec-logo.png,Limpieza
LIMPIADOR FLASH LAVANDA 1L,Descripcion del producto,22.30,20.41,public/images/cleantec-logo.png,Limpieza
LIMPIADOR LYSOL 5L,Descripcion del producto,184.68,0.00,public/images/cleantec-logo.png,Limpieza
LIMPIADOR MM 10 LTS CITRUS,Descripcion del producto,189.06,175.55,public/images/cleantec-logo.png,Limpieza
LIMPIADOR MM LAVANDA 10LT,Descripcion del producto,244.38,226.80,public/images/cleantec-logo.png,Limpieza
LIMPIADOR MM LAVANDA 20 LTS,Descripcion del producto,371.90,340.20,public/images/cleantec-logo.png,Limpieza
LIMPIADOR MM MANZANA CANELA 10LT,Descripcion del producto,189.06,175.55,public/images/cleantec-logo.png,Limpieza
LIMPIADOR MULTIUSOS MAESTRO LIMPIO VARIOS AROMAS,Descripcion del producto,256.35,0.00,public/images/cleantec-logo.png,Limpieza
LIMPIADOR PINOL 1LT,Descripcion del producto,32.60,30.61,public/images/cleantec-logo.png,Limpieza
LIMPIADOR PINOL EL ORIGINAL 9LT,Descripcion del producto,292.90,263.73,public/images/cleantec-logo.png,Limpieza
LIMPIADOR PINOL 3.75ML,Descripcion del producto,123.52,118.69,public/images/cleantec-logo.png,Limpieza
LIMPIADOR PINOL FLORAL,Descripcion del producto,260.02,241.44,public/images/cleantec-logo.png,Limpieza
LIMPIADOR PINOL REPELENTE 9LT,Descripcion del producto,260.02,240.58,public/images/cleantec-logo.png,Limpieza
LIMPIADOR POETT 9L ALEGRA TU VIDA,Descripcion del producto,177.19,0.00,public/images/cleantec-logo.png,Limpieza
LIMPIADOR POETT ALEGRA TU VIDA,Descripcion del producto,20.71,19.23,public/images/cleantec-logo.png,Limpieza
LIMPIADOR POETT DE LAVANDA,Descripcion del producto,20.71,19.23,public/images/cleantec-logo.png,Limpieza
LIMPIADOR POETT SUAVIDAD DE ALGODON,Descripcion del producto,20.71,19.23,public/images/cleantec-logo.png,Limpieza
LYSOL AEROSOL DESINFECTANTE 354G,Descripcion del producto,121.01,121.00,public/images/cleantec-logo.png,Limpieza
LYSOL AEROSOL DESINFECTANTE 475G,Descripcion del producto,150.76,122.50,public/images/cleantec-logo.png,Limpieza
LYSOL LIMPIADOR 6LTS,Descripcion del producto,201.94,184.87,public/images/cleantec-logo.png,Limpieza
LYSOL QUITA SARRO,Descripcion del producto,59.93,0.00,public/images/cleantec-logo.png,Limpieza
LYSOL WIPES DESINFECTANTES,Descripcion del producto,133.83,122.49,public/images/cleantec-logo.png,Limpieza
LYSOL WIPES DESINFECTANTES LEMON,Descripcion del producto,133.83,122.49,public/images/cleantec-logo.png,Limpieza
MAGITELES EN ROLLO,Descripcion del producto,47.25,0.00,public/images/cleantec-logo.png,Limpieza
MANGO DE MADERA CON HERRAJE DE PLASTICO,Descripcion del producto,139.22,130.40,public/images/cleantec-logo.png,Otros
"MANGO PUNTA DE METAL ""54",Descripcion del producto,59.14,58.22,public/images/cleantec-logo.png,Otros
MAS COLOR 4.8L,Descripcion del producto,196.26,0.00,public/images/cleantec-logo.png,Detergente
MAS COLOR PERFUME Y RENOVACION,Descripcion del producto,432.25,0.00,public/images/cleantec-logo.png,Detergente
MAS OSCURA 4.8L,Descripcion del producto,197.94,0.00,public/images/cleantec-logo.png,Detergente
MAS OSCURA 9L,Descripcion del producto,443.39,0.00,public/images/cleantec-logo.png,Detergente
MR CLEAN MAGIC ERASER,Descripcion del producto,292.48,0.00,public/images/cleantec-logo.png,Detergente
OXI CLEAN QUITA MANCHAS,Descripcion del producto,191.81,0.00,public/images/cleantec-logo.png,Detergente
PAÑALES PARA PERRO,Descripcion del producto,495.00,0.00,public/images/cleantec-logo.png,Otros
PAPEL COTONELLE SOFT,Descripcion del producto,446.04,0.00,public/images/cleantec-logo.png,Papel
PAPEL COTTONELLE 30 ROLLOS,Descripcion del producto,225.45,0.00,public/images/cleantec-logo.png,Papel
PAPEL COTTONELLE BLOSOOM 32,Descripcion del producto,404.46,0.00,public/images/cleantec-logo.png,Papel
PAPEL HIGIENICO DALIA 180,Descripcion del producto,37.31,36.23,public/images/cleantec-logo.png,Papel
PAPEL HIGIENICO DALIA 360,Descripcion del producto,72.62,66.98,public/images/cleantec-logo.png,Papel
PAPEL HIGIENICO JR KC C/12 200MTS,Descripcion del producto,36.03,33.42,public/images/cleantec-logo.png,Papel
PAPEL HIGIENICO JUMBO C/6,Descripcion del producto,69.28,63.18,public/images/cleantec-logo.png,Papel
PAPEL HIGIENICO KIRKLAND,Descripcion del producto,112.32,0.00,public/images/cleantec-logo.png,Papel
PAPEL HIGIENICO PETALO C/40,Descripcion del producto,375.58,299.41,public/images/cleantec-logo.png,Papel
PAPEL HIGIENICO QUALITY,Descripcion del producto,9.76,9.04,public/images/cleantec-logo.png,Papel
PAPEL HIGIENICO QUALITY 400 HD 12/4,Descripcion del producto,38.77,36.00,public/images/cleantec-logo.png,Papel
PAPEL HIGIENICO QUALITY 600 HD 12/4,Descripcion del producto,53.62,49.78,public/images/cleantec-logo.png,Papel
PASTILLA WIESE,Descripcion del producto,13.33,9.80,public/images/cleantec-logo.png,Limpieza
PASTILLAS HARPIC 16,Descripcion del producto,277.60,265.36,public/images/cleantec-logo.png,Limpieza
PASTILLAS PATO 1/6,Descripcion del producto,151.63,0.00,public/images/cleantec-logo.png,Limpieza
PERLAS DOWNY PARADISE,Descripcion del producto,367.50,0.00,public/images/cleantec-logo.png,Suavizante
PERLAS PARA ROPA DOWNY 141G,Descripcion del producto,104.98,0.00,public/images/cleantec-logo.png,Suavizante
PIEDRA PARA PLANCHA GRILL,Descripcion del producto,72.00,0.00,public/images/cleantec-logo.png,Otros
PILAS DURACELL,Descripcion del producto,622.24,0.00,public/images/cleantec-logo.png,Otros
PLATO POZOLERO 20/25,Descripcion del producto,25.45,0.00,public/images/cleantec-logo.png,Alimentos
PLATO POZOLERO C/500 PIEZAS,Descripcion del producto,447.12,0.00,public/images/cleantec-logo.png,Alimentos
PLATO REYMA CON DIVI/ SIN DIV,Descripcion del producto,551.30,0.00,public/images/cleantec-logo.png,Alimentos
PLEDGE LEMON 403G,Descripcion del producto,101.09,84.20,public/images/cleantec-logo.png,Limpieza
PLUMERO DE AVESTRUZ CHICO,Descripcion del producto,246.58,228.96,public/images/cleantec-logo.png,Limpieza
POLIFIBRAS MEXICANAS,Descripcion del producto,8.70,0.00,public/images/cleantec-logo.png,Limpieza
POPOTE ESTUCHADO,Descripcion del producto,84.24,0.00,public/images/cleantec-logo.png,Alimentos
POWER HOUSE FURNITURE POLISH,Descripcion del producto,45.36,0.00,public/images/cleantec-logo.png,Limpieza
QUICK POWER 20LTS,Descripcion del producto,810.00,0.00,public/images/cleantec-logo.png,Otros
RECOGEDOR DE LAMINA CHICO,Descripcion del producto,45.72,46.33,public/images/cleantec-logo.png,Limpieza
RECOGEDOR DE LAMINA GRANDE,Descripcion del producto,57.46,53.35,public/images/cleantec-logo.png,Limpieza
RECOGEDOR DE LAMINA MEDIANO,Descripcion del producto,57.15,53.07,public/images/cleantec-logo.png,Limpieza
REFUERZO PARA CEPILLO,Descripcion del producto,60.42,56.10,public/images/cleantec-logo.png,Otros
REPUESTO PARA MOP 40 BLANCO,Descripcion del producto,39.19,36.39,public/images/cleantec-logo.png,Otros
REPUESTO PARA MOP 60CM AZUL,Descripcion del producto,84.91,78.84,public/images/cleantec-logo.png,Otros
REPUESTO PARA MOP AZUL 40CM,Descripcion del producto,63.50,58.97,public/images/cleantec-logo.png,Otros
REPUESTO PARA MOP AZUL 90CM,Descripcion del producto,112.67,100.07,public/images/cleantec-logo.png,Otros
REPUESTO PARA TRAPEADOR ALGODON 40,Descripcion del producto,45.36,42.12,public/images/cleantec-logo.png,Otros
REPUESTO PARA TRAPEADOR AZUL,Descripcion del producto,62.73,58.24,public/images/cleantec-logo.png,Otros
RESMA DE HOJA BLANCAS,Descripcion del producto,189.00,0.00,public/images/cleantec-logo.png,Otros
SANITAS TOALLA INTERDOBLADA 20,Descripcion del producto,19.60,18.19,public/images/cleantec-logo.png,Papel
SCRUB FREE OXI CLEAN,Descripcion del producto,45.36,0.00,public/images/cleantec-logo.png,Limpieza
SERVILLETA KLENEX 300 PIEZAS,Descripcion del producto,51.52,0.00,public/images/cleantec-logo.png,Papel
SERVILLETA RESTAURANT 1/500,Descripcion del producto,50.91,40.50,public/images/cleantec-logo.png,Papel
SERVILLETAS 4/260 KIRKLAND SIGNATURE,Descripcion del producto,333.99,321.33,public/images/cleantec-logo.png,Papel
SERVITOALLA INTERDOBLADA PETALO 24/250,Descripcion del producto,22.65,21.03,public/images/cleantec-logo.png,Papel
SHAMPOO PARA CARROS 1LT,Descripcion del producto,41.28,0.00,public/images/cleantec-logo.png,Para Autos
SHAMPOO PLUS AUTOMOTRIZ,Descripcion del producto,37.80,0.00,public/images/cleantec-logo.png,Para Autos
SUAVIZANTE ENSUEÑO 12/850,Descripcion del producto,23.95,0.00,public/images/cleantec-logo.png,Suavizante
SUAVIZANTE ENSUEÑO 9L,Descripcion del producto,328.92,0.00,public/images/cleantec-logo.png,Suavizante
SUAVITEL FRESCA PRIMAVERA 8.5,Descripcion del producto,360.14,334.41,public/images/cleantec-logo.png,Suavizante
SUAVITEL FRESCO AROMA DE SOL,Descripcion del producto,102.38,0.00,public/images/cleantec-logo.png,Suavizante
SUAVITEL LILA 8.5L,Descripcion del producto,351.00,0.00,public/images/cleantec-logo.png,Suavizante
SUAVITEL MM ABRAZO DE AMOR 2.8L,Descripcion del producto,119.23,0.00,public/images/cleantec-logo.png,Suavizante
SUAVITEL MM CARICIA IRRESISTIBLE,Descripcion del producto,119.23,0.00,public/images/cleantec-logo.png,Suavizante
SUAVITEL UNIQUED TOUCH,Descripcion del producto,386.71,0.00,public/images/cleantec-logo.png,Suavizante
SUAVIZANTE DE TELAS CARISMA 500ML,Descripcion del producto,18.52,0.00,public/images/cleantec-logo.png,Suavizante
SUAVIZANTE ENSUEÑO 2.8L,Descripcion del producto,81.65,0.00,public/images/cleantec-logo.png,Suavizante
SUAVIZANTE MM 20L,Descripcion del producto,513.76,0.00,public/images/cleantec-logo.png,Suavizante
SUAVIZANTE SUAVITEL BABY 3L,Descripcion del producto,102.38,0.00,public/images/cleantec-logo.png,Suavizante
SUAVIZANTE SUAVITEL MANZANA 3L,Descripcion del producto,102.38,0.00,public/images/cleantec-logo.png,Suavizante
SUERO ELECTROLIT 12/625,Descripcion del producto,234.76,0.00,public/images/cleantec-logo.png,Alimentos
SUPER TELA MAGITEL,Descripcion del producto,7.02,7.12,public/images/cleantec-logo.png,Limpieza
TAPA CON RANURA DART,Descripcion del producto,78.86,0.00,public/images/cleantec-logo.png,Alimentos
TAPA DE 2OZ,Descripcion del producto,607.66,0.00,public/images/cleantec-logo.png,Alimentos
TAPA PARA VASO 24EU,Descripcion del producto,693.66,0.00,public/images/cleantec-logo.png,Alimentos
TAPETE LISTO PARA MIGITORIO,Descripcion del producto,30.06,27.52,public/images/cleantec-logo.png,Otros
TAPETE PARA MIGITORIO,Descripcion del producto,14.26,0.00,public/images/cleantec-logo.png,Otros
TENEDOR MEDIANO PAQUETE CON 100,Descripcion del producto,16.12,15.50,public/images/cleantec-logo.png,Alimentos
TOALLA DE COCINA ADORABLE C/50 HD C/24,Descripcion del producto,18.01,16.72,public/images/cleantec-logo.png,Papel
TOALLA DE MICROFIBRA AZUL,Descripcion del producto,12.96,0.00,public/images/cleantec-logo.png,Papel
TOALLA DE MICROFIBRA KIRKLAND,Descripcion del producto,14.67,13.62,public/images/cleantec-logo.png,Papel
TOALLA DE ROLLO BCO C/12,Descripcion del producto,50.39,46.79,public/images/cleantec-logo.png,Papel
TOALLA DE ROLLO BCOTR350,Descripcion del producto,61.14,52.53,public/images/cleantec-logo.png,Papel
TOALLA DE ROLLO CAFE C/12,Descripcion del producto,50.35,46.75,public/images/cleantec-logo.png,Papel
TOALLA DE ROLLO CAFE C350,Descripcion del producto,56.33,52.06,public/images/cleantec-logo.png,Papel
TOALLA DE ROLLO CAFE K160,Descripcion del producto,71.03,65.96,public/images/cleantec-logo.png,Papel
TOALLA DE ROLLO KIRKLAND,Descripcion del producto,59.09,54.86,public/images/cleantec-logo.png,Papel
TOALLA DE ROLLO PARA COCINA REGIO,Descripcion del producto,38.68,0.00,public/images/cleantec-logo.png,Papel
TOALLA DE ROLLO SCOTT,Descripcion del producto,57.86,51.72,public/images/cleantec-logo.png,Papel
TOALLA INTERDOBLADA C250,Descripcion del producto,40.32,37.26,public/images/cleantec-logo.png,Papel
TOALLA INTERDOBLADA BLANCA TI 250,Descripcion del producto,39.61,36.56,public/images/cleantec-logo.png,Papel
TOALLA PARA SECADORA SUAVITEL,Descripcion del producto,38.88,0.00,public/images/cleantec-logo.png,Papel
TOALLAS PARA SECADORA BOUNCE,Descripcion del producto,444.70,0.00,public/images/cleantec-logo.png,Papel
TRAPEADOR ALGODON AMARILLO #900,Descripcion del producto,88.19,81.89,public/images/cleantec-logo.png,Limpieza
TRAPEADOR DE ALGODON #1000 NARANJA,Descripcion del producto,101.68,94.45,public/images/cleantec-logo.png,Limpieza
TRAPEADOR DE ALGODON ECO AZUL #500,Descripcion del producto,69.29,64.34,public/images/cleantec-logo.png,Limpieza
TRAPEADOR DE ALGODON ROJO #700,Descripcion del producto,78.87,72.40,public/images/cleantec-logo.png,Limpieza
TRAPEADOR DE HILAZA COLOR 450GR,Descripcion del producto,65.37,0.00,public/images/cleantec-logo.png,Limpieza
TRAPEADOR DE MAGITEL,Descripcion del producto,32.29,0.00,public/images/cleantec-logo.png,Limpieza
TRAPEADOR DE MICROFIBRA GRANDE,Descripcion del producto,94.04,0.00,public/images/cleantec-logo.png,Limpieza
TRAPEADOR DE MICROFIBRA MEDIANO,Descripcion del producto,78.00,0.00,public/images/cleantec-logo.png,Limpieza
TRATAMIENTO BASE AGUA PISO GALON,Descripcion del producto,209.95,0.00,public/images/cleantec-logo.png,Limpieza
ULTIMATE HOME LINT ROLLE,Descripcion del producto,40.50,0.00,public/images/cleantec-logo.png,Limpieza
VANISH BCO 9LT,Descripcion del producto,370.66,0.00,public/images/cleantec-logo.png,Detergente
VANISH OXI ACTION 120G,Descripcion del producto,23.98,0.00,public/images/cleantec-logo.png,Detergente
VANISH ROSA 9L,Descripcion del producto,299.05,0.00,public/images/cleantec-logo.png,Detergente
VASO DART 16OZ,Descripcion del producto,"1,331.15",0.00,public/images/cleantec-logo.png,Alimentos
VASO DE FOAM 32 OZ 20/15,Descripcion del producto,34.30,34.31,public/images/cleantec-logo.png,Alimentos
VASO DE FOAM DE 10 OZ 40/25PZ,Descripcion del producto,17.98,18.69,public/images/cleantec-logo.png,Alimentos
VASO DE PLASTICO EU 24OZ REYMA,Descripcion del producto,916.09,0.00,public/images/cleantec-logo.png,Alimentos
VASO N.10 TERMICO REYMA 40/25 PIEZAS,Descripcion del producto,14.38,13.82,public/images/cleantec-logo.png,Alimentos
VASO N.12 TERMICO REYMA,Descripcion del producto,14.53,13.96,public/images/cleantec-logo.png,Alimentos
VASO REYMA #8 DE PLASTICO,Descripcion del producto,635.30,0.00,public/images/cleantec-logo.png,Alimentos
VASO REYMA FOAM #14,Descripcion del producto,459.17,0.00,public/images/cleantec-logo.png,Alimentos
VASO REYMA FOAM #16,Descripcion del producto,516.47,0.00,public/images/cleantec-logo.png,Alimentos
WINDEX DE GALON,Descripcion del producto,51.84,0.00,public/images/cleantec-logo.png,Limpieza